ID,Uppm,206Pb_204Pb,U/Th,206Pb_207Pb,2sig_%,207Pb_235U,2sig_%,206Pb_238U,2sig_%,error_corr.,206Pb_238U_abs,2sig_abs,207Pb_235U_abs,2sig_abs,206Pb_207Pb,2sig_abs,Best age,2sig_abs,Conc,Type
7MGSC-036 041,1203,24735,0.76,20.745,6.1,0.0333,7.2,0.00501,3.8,0.531,32.2,1.2,33.2,2.4,108.3,145,32.2,1.2,29.7,Det.
7MGSC-036 042,1030,124294,0.76,21.287,5,0.0338,5.9,0.00522,3.2,0.537,33.6,1.1,33.8,2,47,118.9,33.6,1.1,71.5,Det.
7MGSC-036 043,312,6869,2.39,19.537,13.5,0.0342,14.4,0.00485,4.9,0.34,31.2,1.5,34.2,4.8,248.1,311.8,31.2,1.5,12.6,Det.
7MGSC-036 044,384,1500,1.73,27.048,42,0.0249,42.1,0.00488,3.7,0.088,31.4,1.2,24.9,10.4,559.8,1141.1,31.4,1.2,5.6,Det.
7MGSC-036 045,878,12331,1.69,21.501,6.5,0.0298,6.9,0.00465,2.5,0.363,29.9,0.8,29.8,2,23,155.2,29.9,0.8,130,Det.
7MGSC-036 046,233,6265,1.41,18.796,11.9,0.035,12.7,0.00477,4.5,0.357,30.7,1.4,34.9,4.4,336.4,269.2,30.7,1.4,9.1,Det.
7MGSC-036 047,476,1500,1.19,26.508,41.1,0.0244,41.2,0.00468,2.9,0.07,30.1,0.9,24.4,9.9,505.7,1104.1,30.1,0.9,6,Det.
7MGSC-036 048,353,1500,0.99,21.414,34.5,0.0306,34.9,0.00475,5.5,0.156,30.5,1.7,30.6,10.5,32.8,832.1,30.5,1.7,93,Det.
7MGSC-036 049,307,1500,1.1,16.855,25.8,0.0386,26.4,0.00473,5.5,0.208,30.4,1.7,38.5,10,578.3,563.6,30.4,1.7,5.3,Det.
7MGSC-036 050,717,1500,2.74,25.445,39.1,0.0282,39.4,0.00522,4.8,0.123,33.5,1.6,28.3,11,397.9,1027.8,33.5,1.6,8.4,Det.
7MGSC-036 051,547,1500,3.09,21.43,11.7,0.0342,12,0.00531,2.8,0.235,34.2,1,34.1,4,31,279.9,34.2,1,110.3,Det.
7MGSC-036 052,384,1500,1.49,23.25,36.4,0.0269,36.5,0.00453,3.6,0.099,29.2,1,26.9,9.7,168,911.4,29.2,1,17.4,Det.
8MGSC-036 001,47,2500,1.52,13.2562,11.8,1.68951,13.9,0.162508,7.4,0.531,970.7,66.4,1004.6,88.6,1079.2,236.1,1079.2,236.1,89.9,Det.
8MGSC-036 002,111,2500,0.93,6.5941,30.8,0.12756,31.2,0.006103,4.6,0.147,39.2,1.8,121.9,35.8,2363.8,529.7,39.2,1.8,1.7,Det.
8MGSC-036 003,618,11079,1.2,16.1285,7.6,0.04248,8.2,0.004972,3.2,0.39,32,1,42.2,3.4,673.2,162.4,32,1,4.8,Det.
8MGSC-036 004,3727,1358383,2.14,19.6981,1.8,0.16651,2.8,0.023799,2.1,0.747,151.6,3.1,156.4,4,229.2,42.5,151.6,3.1,66.1,Det.
8MGSC-036 005,282,2500,2.01,22.9747,23.9,0.03056,24.2,0.005095,4,0.165,32.8,1.3,30.6,7.3,138.5,592.7,32.8,1.3,23.7,Det.
8MGSC-036 006,609,28033,0.76,18.6632,8.7,0.03773,9.1,0.005109,2.6,0.29,32.8,0.9,37.6,3.4,352.5,196.4,32.8,0.9,9.3,Det.
8MGSC-036 007,349,2500,1.21,21.2373,20.5,0.03309,21.1,0.005099,5,0.236,32.8,1.6,33.1,6.9,52.6,490.2,32.8,1.6,62.4,Det.
8MGSC-036 008,278,2500,1.64,22.3087,22.2,0.0296,22.5,0.004791,3.7,0.164,30.8,1.1,29.6,6.6,66.2,543.2,30.8,1.1,46.5,Det.
8MGSC-036 009,79,2500,0.7,5.5459,8.5,0.15381,10.6,0.006189,6.4,0.602,39.8,2.5,145.3,14.4,2655,141,39.8,2.5,1.5,Det.
8MGSC-036 010,150,2500,2.04,5.0048,40.2,0.15867,40.5,0.005762,4.4,0.109,37,1.6,149.5,56.3,2823.9,664.5,37,1.6,1.3,Det.
8MGSC-036 011,346,2500,1.07,24.5295,23.3,0.026,23.6,0.004628,4,0.169,29.8,1.2,26.1,6.1,303.3,596.4,29.8,1.2,9.8,Det.
8MGSC-036 012,653,2500,1.84,12.1384,13.5,0.05764,13.9,0.005077,3.5,0.254,32.6,1.2,56.9,7.7,1253.8,263.4,32.6,1.2,2.6,Det.
8MGSC-036 013,313,2500,1.23,5.1834,28.2,0.15316,28.7,0.00576,5.4,0.188,37,2,144.7,38.7,2766.5,464.7,37,2,1.3,Det.
8MGSC-036 014,258,18119,1.06,20.1715,13.7,0.03327,14.2,0.00487,3.9,0.271,31.3,1.2,33.2,4.7,174,320.3,31.3,1.2,18,Det.
8MGSC-036 015,3444,15622,2.07,19.0164,4,0.03439,4.3,0.004745,1.5,0.339,30.5,0.4,34.3,1.4,310,91.8,30.5,0.4,9.8,Det.
8MGSC-036 016,553,10737,1.5,20.53,6.7,0.03194,7.4,0.004758,3.3,0.447,30.6,1,31.9,2.3,132.8,156.5,30.6,1,23,Det.
8MGSC-036 017,377,2500,1.56,19.8753,21,0.03273,21.3,0.00472,3.4,0.159,30.4,1,32.7,6.8,208.5,488.2,30.4,1,14.6,Det.
8MGSC-036 018,505,2500,2.61,4.8091,9.1,0.18041,10,0.006295,4.1,0.415,40.5,1.7,168.4,15.5,2888.8,147.4,40.5,1.7,1.4,Det.
8MGSC-036 019,277,2500,1.51,5.7221,24.1,0.13401,24.5,0.005564,3.9,0.161,35.8,1.4,127.7,29.4,2603,403.9,35.8,1.4,1.4,Det.
8MGSC-036 021,333,2500,1.5,16.7989,22.8,0.0411,23.3,0.00501,4.4,0.191,32.2,1.4,40.9,9.3,585.5,496.9,32.2,1.4,5.5,Det.
8MGSC-036 022,619,2500,1.62,23.4759,21.6,0.02794,21.9,0.00476,3,0.139,30.6,0.9,28,6,192.2,542.9,30.6,0.9,15.9,Det.
8MGSC-036 023,315,2500,0.98,22.6445,22.3,0.02909,22.6,0.00478,4,0.175,30.7,1.2,29.1,6.5,102.8,549.6,30.7,1.2,29.9,Det.
8MGSC-036 024,649,11989,1.6,20.4873,8.6,0.03121,9.3,0.00464,3.5,0.373,29.8,1,31.2,2.8,137.7,202.3,29.8,1,21.6,Det.
8MGSC-036 025,134,2500,0.76,15.5473,28.8,0.04102,29.1,0.004628,4.5,0.153,29.8,1.3,40.8,11.7,751.2,611.3,29.8,1.3,4,Det.
8MGSC-036 026,526,2500,1.3,13.5444,27.1,0.05127,27.2,0.005039,3.1,0.115,32.4,1,50.8,13.5,1035.9,548.8,32.4,1,3.1,Det.
8MGSC-036 027,58,2500,0.66,2.9425,46.8,0.4,48,0.00854,10.8,0.225,54.8,5.9,341.7,139.6,3661.4,727.3,54.8,5.9,1.5,Det.
8MGSC-036 028,719,2500,1.51,11.4828,11.9,0.05966,12.4,0.004971,3.2,0.26,32,1,58.8,7.1,1361.5,230.1,32,1,2.4,Det.
8MGSC-036 029,234,2500,1.92,19.8741,21.7,0.03493,22.1,0.005036,4.5,0.202,32.4,1.4,34.9,7.6,208.6,503.3,32.4,1.4,15.5,Det.
8MGSC-036 030,452,2500,1.44,10.63,20.6,0.06613,21,0.005101,4.1,0.194,32.8,1.3,65,13.2,1508.7,390.7,32.8,1.3,2.2,Det.
8MGSC-036 031,401,2500,1.65,22.585,21.2,0.02921,21.6,0.004786,4.4,0.201,30.8,1.3,29.2,6.2,96.3,521.4,30.8,1.3,32,Det.
8MGSC-036 032,177,2500,1.01,20.0226,21.9,0.03197,22.6,0.004644,5.5,0.243,29.9,1.6,32,7.1,191.3,510.3,29.9,1.6,15.6,Det.
8MGSC-036 033,283,2500,1.48,23.9307,24.6,0.02712,24.9,0.004709,4.1,0.163,30.3,1.2,27.2,6.7,240.5,623.5,30.3,1.2,12.6,Det.
8MGSC-036 034,346,2500,1.59,22.068,21.1,0.03,21.4,0.004804,3.3,0.156,30.9,1,30,6.3,39.8,514.8,30.9,1,77.6,Det.
8MGSC-036 035,559,262403,4.96,9.6089,1.8,4.0548,3,0.282709,2.4,0.802,1605,33.9,1645.3,24.2,1697.1,32.7,1697.1,32.7,94.6,Det.
8MGSC-036 036,87,144764,1.69,9.1669,3,4.25341,5.1,0.282913,4.2,0.812,1606,59.2,1684.4,42.2,1783.4,54.6,1783.4,54.6,90.1,Det.
8MGSC-036 037,238,92910,3.22,13.3061,2,1.86091,3.9,0.179668,3.3,0.863,1065.2,32.7,1067.3,25.5,1071.7,39.2,1071.7,39.2,99.4,Det.
8MGSC-036 038,192,2500,0.98,20.6221,20.7,0.03391,20.9,0.005074,3.3,0.156,32.6,1.1,33.9,7,122.3,488.5,32.6,1.1,26.7,Det.
8MGSC-036 039,98,2500,0.84,5.9105,71.2,0.14033,71.6,0.006018,7.5,0.104,38.7,2.9,133.3,89.5,2548.9,1238,38.7,2.9,1.5,Det.
8MGSC-036 040,185,2500,3.87,20.6763,22,0.03621,22.4,0.005433,4.1,0.184,34.9,1.4,36.1,8,116.1,520.8,34.9,1.4,30.1,Det.
8MGSC-036 041,307,2500,4.24,12.5219,18.3,0.06335,19,0.005755,5.1,0.266,37,1.9,62.4,11.5,1192.7,362.8,37,1.9,3.1,Det.
8MGSC-036 042,566,244876,1.38,21.5688,7.5,0.0324,8.5,0.005071,4,0.469,32.6,1.3,32.4,2.7,15.5,180.4,32.6,1.3,210.3,Det.
8MGSC-036 043,614,10196,1.03,20.2812,8.7,0.03277,9.2,0.004822,2.8,0.305,31,0.9,32.7,3,161.4,204.1,31,0.9,19.2,Det.
8MGSC-036 044,357,2500,2.2,17.6986,20.3,0.03788,20.7,0.004865,4.3,0.205,31.3,1.3,37.8,7.7,471.1,450.4,31.3,1.3,6.6,Det.
8MGSC-036 045,354,13382,1.32,21.3037,7.9,0.03529,8.9,0.005455,4.1,0.459,35.1,1.4,35.2,3.1,45.1,189.4,35.1,1.4,77.8,Det.
8MGSC-036 046,413,2500,1.14,24.2292,7.3,0.02701,8.1,0.004748,3.6,0.448,30.5,1.1,27.1,2.2,500,1,30.5,1.1,6.1,Det.
8MGSC-036 047,274,2500,1.49,14.557,17.5,0.04575,17.9,0.004832,3.8,0.214,31.1,1.2,45.4,8,888.7,363,31.1,1.2,3.5,Det.
8MGSC-036 048,257,2500,1.02,10.3813,11.3,0.06659,13,0.005016,6.4,0.49,32.3,2.1,65.5,8.2,1553.3,212.9,32.3,2.1,2.1,Det.
8MGSC-036 049,620,22662,1.2,20.5975,7.9,0.03316,8.8,0.004956,3.8,0.437,31.9,1.2,33.1,2.9,125.1,186.4,31.9,1.2,25.5,Det.
8MGSC-036 050,1646,2500,2.51,23.7719,21.5,0.02743,21.7,0.004732,2.7,0.127,30.4,0.8,27.5,5.9,223.7,542.4,30.4,0.8,13.6,Det.
8MGSC-036 051,438,2500,1.27,23.8125,22.4,0.02727,22.6,0.004711,2.9,0.129,30.3,0.9,27.3,6.1,228,565.5,30.3,0.9,13.3,Det.
8MGSC-036 052,309,12304,1.09,21.4044,10.8,0.03166,11.6,0.004918,4.2,0.36,31.6,1.3,31.7,3.6,33.8,259,31.6,1.3,93.5,Det.
8MGSC-036 054,231,2500,2.54,6.3142,18.6,0.11614,19.1,0.005321,4.6,0.241,34.2,1.6,111.6,20.2,2437.6,315.3,34.2,1.6,1.4,Det.
8MGSC-036 055,136,2500,1.29,26.6091,17.9,0.02631,18.7,0.00508,5.4,0.289,32.7,1.8,26.4,4.9,500,1,32.7,1.8,6.5,Det.
8MGSC-036 056,145,2500,2.45,5.5988,19.6,0.16468,20.6,0.00669,6.4,0.311,43,2.7,154.8,29.6,2639.2,326.1,43,2.7,1.6,Det.
8MGSC-036 057,1575,179103,0.66,21.0975,4.7,0.03012,5.3,0.004611,2.5,0.461,29.7,0.7,30.1,1.6,68.3,113,29.7,0.7,43.5,Det.
8MGSC-036 058,166,2500,1.81,20.4561,21.5,0.03155,22,0.004684,4.3,0.196,30.1,1.3,31.5,6.8,141.2,506.9,30.1,1.3,21.3,Det.
8MGSC-036 059,609,11400,1.41,15.6778,7.6,0.04333,8.3,0.004929,3.5,0.419,31.7,1.1,43.1,3.5,733.6,160,31.7,1.1,4.3,Det.
8MGSC-036 060,999,146691,0.7,12.4098,21.7,0.05476,22,0.004931,3.5,0.159,31.7,1.1,54.1,11.6,1210.4,428.8,31.7,1.1,2.6,Det.
8MGSC-036 061,367,2500,1.37,19.5642,19.9,0.03388,20.3,0.00481,4,0.2,30.9,1.2,33.8,6.7,244.9,458.6,30.9,1.2,12.6,Det.
8MGSC-036 062,156,2500,1.51,23.0254,20.3,0.03173,20.8,0.005302,4.8,0.23,34.1,1.6,31.7,6.5,144,503.1,34.1,1.6,23.7,Det.
8MGSC-036 063,273,2500,1.19,22.6796,23.2,0.02774,23.6,0.004565,4.7,0.197,29.4,1.4,27.8,6.5,106.6,572,29.4,1.4,27.6,Det.
8MGSC-036 064,156,2500,1.4,21.5363,20.3,0.02943,21,0.004599,5.3,0.253,29.6,1.6,29.4,6.1,19.1,489.4,29.6,1.6,155,Det.
8MGSC-036 065,301,2500,1.33,23.4309,23.5,0.02801,23.8,0.004762,3.8,0.16,30.6,1.2,28,6.6,187.4,588,30.6,1.2,16.3,Det.
8MGSC-036 066,50,2500,0.51,19.6196,23.7,0.03964,26.4,0.005644,11.5,0.436,36.3,4.2,39.5,10.2,238.4,548.8,36.3,4.2,15.2,Det.
8MGSC-036 067,115,2500,0.55,22.4315,22.2,0.03432,23.4,0.005587,7.4,0.317,35.9,2.7,34.3,7.9,79.6,545.4,35.9,2.7,45.1,Det.
8MGSC-036 068,191,2500,3.99,4.8356,20.5,0.19854,21,0.006966,4.6,0.218,44.8,2,183.9,35.4,2879.9,334.4,44.8,2,1.6,Det.
8MGSC-036 069,424,2500,1.66,24.7276,23,0.02496,23.3,0.004478,4.1,0.175,28.8,1.2,25,5.8,500,1,28.8,1.2,5.8,Det.
8MGSC-036 070,378,2500,1.24,9.8156,13.5,0.07073,13.9,0.005038,3.3,0.24,32.4,1.1,69.4,9.3,1657.8,250.2,32.4,1.1,2,Det.
8MGSC-036 071,241,16174,1.48,21.7614,12.5,0.02979,13.7,0.004705,5.6,0.406,30.3,1.7,29.8,4,5.9,302.3,30.3,1.7,513.6,Det.
8MGSC-036 072,555,2500,0.77,18.9324,19.5,0.03517,19.8,0.004832,3.1,0.159,31.1,1,35.1,6.8,320.1,444.4,31.1,1,9.7,Det.
8MGSC-036 073,62,2500,1.01,6.0511,47,0.13131,47.6,0.005765,7.3,0.154,37.1,2.7,125.3,56.1,2509.4,803.4,37.1,2.7,1.5,Det.
8MGSC-036 074,163,2500,0.94,8.5904,20.6,0.08704,21,0.005425,4.2,0.198,34.9,1.4,84.7,17.1,1901,370.5,34.9,1.4,1.8,Det.
8MGSC-036 075,333,13791,1.13,9.4326,10.1,0.07943,11.2,0.005436,4.8,0.429,35,1.7,77.6,8.4,1731.1,186,35,1.7,2,Det.
8MGSC-036 076,2447,2500,3.04,13.7342,16.5,0.05221,16.7,0.005203,2.9,0.176,33.5,1,51.7,8.4,1007.8,334.9,33.5,1,3.3,Det.
8MGSC-036 077,1638,2500,5.41,23.1944,20.9,0.03018,21.1,0.00508,2.8,0.132,32.7,0.9,30.2,6.3,162.1,520.5,32.7,0.9,20.2,Det.
8MGSC-036 078,422,2500,3.76,22.415,22.5,0.03032,22.7,0.004931,2.9,0.13,31.7,0.9,30.3,6.8,77.8,551.1,31.7,0.9,40.7,Det.
8MGSC-036 079,485,2500,1.48,13.8047,25.9,0.04878,26.2,0.004886,4.4,0.168,31.4,1.4,48.4,12.4,997.4,527.4,31.4,1.4,3.1,Det.
8MGSC-036 080,637,197969,0.56,21.4361,5.9,0.03084,7.4,0.004796,4.5,0.607,30.8,1.4,30.8,2.2,30.3,140.8,30.8,1.4,101.7,Det.
8MGSC-036 081,291,2500,1.39,15.2113,22.6,0.04425,22.9,0.004884,4.2,0.183,31.4,1.3,44,9.9,797.2,474.3,31.4,1.3,3.9,Det.
8MGSC-036 082,453,11916,0.85,20.4107,8.7,0.03179,9.4,0.004708,3.7,0.389,30.3,1.1,31.8,3,146.5,204.2,30.3,1.1,20.7,Det.
8MGSC-036 084,476,2500,0.9,23.3195,21.7,0.02914,21.9,0.004931,3,0.138,31.7,1,29.2,6.3,175.5,543.1,31.7,1,18.1,Det.
8MGSC-036 085,561,15794,1.9,10.9081,28.2,0.06485,28.6,0.005133,4.8,0.168,33,1.6,63.8,17.7,1459.8,539,33,1.6,2.3,Det.
8MGSC-036 086,208,2500,1.69,10.5655,25.5,0.06512,25.8,0.004992,4.2,0.162,32.1,1.3,64.1,16,1520.2,482.9,32.1,1.3,2.1,Det.
8MGSC-036 087,365,2500,0.98,22.7748,22.3,0.02902,22.8,0.004796,4.4,0.195,30.8,1.4,29.1,6.5,116.9,551.6,30.8,1.4,26.3,Det.
8MGSC-036 088,175,2500,2.06,21.512,20.7,0.03061,21.6,0.004777,6.2,0.288,30.7,1.9,30.6,6.5,21.8,498.7,30.7,1.9,140.8,Det.
8MGSC-036 090,620,29976,1.89,16.3427,12.6,0.0415,12.8,0.004921,2.4,0.186,31.6,0.8,41.3,5.2,644.9,271.5,31.6,0.8,4.9,Det.
8MGSC-036 091,412,27939,1.4,13.3075,16.7,0.05053,17,0.004879,2.9,0.173,31.4,0.9,50.1,8.3,1071.5,336.8,31.4,0.9,2.9,Det.
8MGSC-036 092,492,2500,1.38,24.2304,22.8,0.02725,23.1,0.00479,3.3,0.142,30.8,1,27.3,6.2,272,582.2,30.8,1,11.3,Det.
8MGSC-036 093,424,2500,1.59,22.2444,20.9,0.02699,21.3,0.004356,4,0.187,28,1.1,27,5.7,59.2,511.7,28,1.1,47.3,Det.
8MGSC-036 094,193,118528,8.22,20.8088,12.5,0.03569,13.5,0.005389,5.1,0.378,34.6,1.8,35.6,4.7,101,296,34.6,1.8,34.3,Det.
8MGSC-036 095,387,39363,1.34,11.3067,7.9,0.06276,8.4,0.005149,2.7,0.326,33.1,0.9,61.8,5,1391.3,152.1,33.1,0.9,2.4,Det.
8MGSC-036 096,341,10141,0.93,10.464,28.1,0.07771,28.6,0.0059,5.1,0.18,37.9,1.9,76,21,1538.4,532.2,37.9,1.9,2.5,Det.
8MGSC-036 097,306,10752,1.76,15.4468,14.1,0.04223,14.5,0.004733,3.5,0.244,30.4,1.1,42,6,764.9,297.1,30.4,1.1,4,Det.
8MGSC-036 098,532,2500,1.34,21.0389,19.9,0.03101,20.2,0.004734,3.7,0.184,30.4,1.1,31,6.2,74.9,472.9,30.4,1.1,40.6,Det.
8MGSC-036 099,281,13459,1.64,20.0018,8.5,0.03222,9.3,0.004676,3.8,0.405,30.1,1.1,32.2,2.9,193.8,197.4,30.1,1.1,15.5,Det.
8MGSC-036 100,406,2500,1.6,14.8495,23.6,0.04453,24.3,0.004798,5.7,0.236,30.9,1.8,44.2,10.5,847.4,492.2,30.9,1.8,3.6,Det.
8MGSC-036 101,213,2500,1.59,22.6776,21.6,0.02834,22.3,0.004664,5.4,0.243,30,1.6,28.4,6.2,106.4,533.5,30,1.6,28.2,Det.
8MGSC-036 102,60,2500,1.02,17.4248,21.5,0.03984,22.9,0.005037,7.9,0.345,32.4,2.5,39.7,8.9,505.5,473.6,32.4,2.5,6.4,Det.
8MGSC-036 103,79,39337,2.27,9.2475,3.8,4.19206,7,0.281286,5.9,0.84,1597.8,82.8,1672.5,57.2,1767.4,69.2,1767.4,69.2,90.4,Det.
8MGSC-036 104,236,86475,8.91,9.5718,1.2,4.32336,2.7,0.300268,2.4,0.894,1692.6,35.4,1697.8,22,1704.2,22,1704.2,22,99.3,Det.
8MGSC-036 105,364,2500,1.48,25.1077,24.3,0.02564,24.6,0.004671,3.9,0.158,30,1.2,25.7,6.3,500,1,30,1.2,6,Det.
8MGSC-036 107,267,14583,1.54,21.1833,10.1,0.03871,12.2,0.00595,6.8,0.558,38.2,2.6,38.6,4.6,58.7,240.8,38.2,2.6,65.1,Det.
8MGSC-036 108,382,2500,1.53,9.3237,19.7,0.07371,19.9,0.004987,2.9,0.147,32.1,0.9,72.2,13.9,1752.4,361.9,32.1,0.9,1.8,Det.
8MGSC-036 109,70,2500,0.37,23.1733,21.1,0.031,22.4,0.005212,7.3,0.325,33.5,2.4,31,6.8,159.9,526.9,33.5,2.4,21,Det.
8MGSC-036 110,206,2500,2.15,7.4157,16.6,0.10406,17.3,0.005599,5.1,0.291,36,1.8,100.5,16.6,2161.3,290,36,1.8,1.7,Det.
8MGSC-036 111,406,21776,1.19,18.7794,9,0.03623,9.9,0.004937,4.2,0.427,31.8,1.3,36.1,3.5,338.4,203.1,31.8,1.3,9.4,Det.
8MGSC-036 112,516,2500,2.07,23.6848,22.2,0.02782,22.3,0.00478,2.6,0.115,30.7,0.8,27.9,6.1,214.4,558.7,30.7,0.8,14.3,Det.
